,Word,Lemma,POS,Case,Number,Person,Tense,Mood,Voice,Form-Lemma Difference,Subtokens,Subtoken IDs,Subtoken Start Index,Subtoken End Index,Target Class,BERT Subtokenized Sentence,Sentence
48283,looks,look,VERB,,Sing,3,Pres,,,1,['looks'],[3504],3,3,Third-Person Present Tense Verb,"steve , everything looks good with one exception .","Steve , everything looks good with one exception ."
48310,says,say,VERB,,Sing,3,Pres,,,1,['says'],[2758],4,4,Third-Person Present Tense Verb,( her voice mail says she ' s out of the office until monday . ),( Her voice mail says she 's out of the office until Monday . )
48340,needs,need,VERB,,Sing,3,Pres,,,1,['needs'],[3791],1,1,Third-Person Present Tense Verb,"everybody needs a little help now and then , even es ##pe ##ak .","Everybody needs a little help now and then , even eSpeak ."
48364,works,work,VERB,,Sing,3,Pres,,,1,['works'],[2573],1,1,Third-Person Present Tense Verb,thursday works for me .,Thursday works for me .
48369,contributes,contribute,VERB,,Sing,3,Pres,,,1,['contributes'],[16605],2,2,Third-Person Present Tense Verb,"esa ##i contributes oil and gas input price forecast ##s , capacity judgments , and "" herd ##ing "" ideas to develop power price forecast ##s for same time periods .","ESAI contributes oil and gas input price forecasts , capacity judgments , and "" herding "" ideas to develop power price forecasts for same time periods ."
48585,reflects,reflect,VERB,,Sing,3,Pres,,,1,['reflects'],[11138],3,3,Third-Person Present Tense Verb,the 20 mill reflects gross exposure .,The 20 mill reflects gross exposure .
48599,for,for,ADP,,,,,,,0,['for'],[2005],23,23,Causal-Final Case,""" calculation of floating amount : the floating amount pay ##able by [ en ##a ] on a payment date will be calculated for that payment date as follows :",""" Calculation of Floating Amount : The Floating Amount payable by [ ENA ] on a Payment Date will be calculated for that Payment Date as follows :"
48823,prepares,prepare,VERB,,Sing,3,Pres,,,1,['prepares'],[20776],7,7,Third-Person Present Tense Verb,what person ( s ) in london prepares credit for the english and singapore financial transactions ?,What person ( s ) in London prepares credit for the English and Singapore financial transactions ?
48874,departments,department,NOUN,,Plur,,,,,1,['departments'],[7640],17,17,Plural Noun,"at some point in the not so distant future , the ho ##uso ##n and london credit departments need to speak in order that each understands the "" philosophy "" behind credit analysis for the omnibus and master transactions .","At some point in the not so distant future , the Houson and London credit departments need to speak in order that each understands the "" philosophy "" behind credit analysis for the omnibus and master transactions ."
49064,looks,look,VERB,,Sing,3,Pres,,,1,['looks'],[3504],0,0,Third-Person Present Tense Verb,looks fine,looks fine
49068,for,for,ADP,,,,,,,0,['for'],[2005],20,20,Causal-Final Case,"a currency transaction with en ##ron europe finance & trading limited ( "" ee ##ft ##l "" ) as agent for risk management & trading corp . under which either ( a ) for the case in which counterpart ##y submit ##s an offer to buy from ee ##ft ##l , counterpart ##y shall receive the base currency amount and shall pay the foreign currency amount , or ( b ) for the case in which counterpart ##y submit ##s an offer to sell to ee ##ft ##l , counterpart ##y shall pay the base currency amount and shall receive the foreign currency amount .","A currency Transaction with Enron Europe Finance & Trading Limited ( "" EEFTL "" ) as agent for Risk Management & Trading Corp. under which either ( A ) for the case in which Counterparty submits an offer to buy from EEFTL , Counterparty shall receive the Base Currency Amount and shall pay the Foreign Currency Amount , or ( B ) for the case in which Counterparty submits an offer to sell to EEFTL , Counterparty shall pay the Base Currency Amount and shall receive the Foreign Currency Amount ."
50251,says,say,VERB,,Sing,3,Pres,,,1,['says'],[2758],9,9,Third-Person Present Tense Verb,i need to have a form filled out that says i do n ' t have health insurance coverage through en ##ron .,I need to have a form filled out that says I do n't have health insurance coverage through Enron .
50391,transports,transport,VERB,,Sing,3,Pres,,,1,['transports'],[19003],16,16,Third-Person Present Tense Verb,"yes , but this time it is his car ##ot ##id artery - the one that transports blood to the brain .","Yes , but this time it is his carotid artery - the one that transports blood to the brain ."
50431,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,i hope your dad ' s surgery goes well !,I hope your dad 's surgery goes well !
50449,folks,folk,NOUN,,Plur,,,,,1,['folks'],[12455],7,7,Plural Noun,"for better or worse , all the folks under the heading "" origin ##ation "" and "" development "" are ours , although kathleen has a special role with development .","For better or worse , all the folks under the heading "" Origination "" and "" Development "" are ours , although Kathleen has a special role with Development ."
50599,appears,appear,VERB,,Sing,3,Pres,,,1,['appears'],[3544],8,8,Third-Person Present Tense Verb,i received a report from hr and it appears there is conflicting information regarding some of the titles for various employees .,I received a report from HR and it appears there is conflicting information regarding some of the titles for various employees .
50687,handles,handle,VERB,,Sing,3,Pres,,,1,['handles'],[16024],10,10,Third-Person Present Tense Verb,peggy ban ##cz ##ak is the en ##a lawyer who handles mexico .,Peggy Banczak is the ENA lawyer who handles Mexico .
50707,sounds,sound,VERB,,Sing,3,Pres,,,1,['sounds'],[4165],1,1,Third-Person Present Tense Verb,it sounds as though his health has deteriorated significantly .,It sounds as though his health has deteriorated significantly .
50737,Sounds,sound,VERB,,Sing,3,Pres,,,1,['sounds'],[4165],0,0,Third-Person Present Tense Verb,sounds as though eric has done very well as sms ##u .,Sounds as though Eric has done very well as SMSU .
50770,comes,come,VERB,,Sing,3,Pres,,,1,['comes'],[3310],13,13,Third-Person Present Tense Verb,"i am looking forward to seeing ginger "" rees "" copeland when she comes to houston .","I am looking forward to seeing Ginger "" Rees "" Copeland when she comes to Houston ."
50838,looks,look,VERB,,Sing,3,Pres,,,1,['looks'],[3504],7,7,Third-Person Present Tense Verb,just to let you know that it looks like one day will work .,Just to let you know that it looks like one day will work .
50894,crystallizes,crystallize,VERB,,Sing,3,Pres,,,1,"['crystal', '##li', '##zes']","[6121, 3669, 11254]",19,21,Third-Person Present Tense Verb,"in the next week or so , we ' ll be sending around a discussion paper which we hope crystal ##li ##zes the issues , and we will try to talk to as many of you as possible before the meeting to go through it .","In the next week or so , we 'll be sending around a discussion paper which we hope crystallizes the issues , and we will try to talk to as many of you as possible before the meeting to go through it ."
51281,is,be,VERB,,Sing,3,Pres,Ind,,0,['is'],[2003],17,17,Third-Person Present Tense Verb,"by return email , please verify that you received this message and let us know if there is another email address that you prefer us to use .","By return email , please verify that you received this message and let us know if there is another email address that you prefer us to use ."
51505,wants,want,VERB,,Sing,3,Pres,,,1,['wants'],[4122],3,3,Third-Person Present Tense Verb,"now , debbie wants it .","Now , Debbie wants it ."
51511,Needs,need,VERB,,Sing,3,Pres,,,1,['needs'],[3791],0,0,Third-Person Present Tense Verb,needs to go to $ 41 and then i will be happy .,Needs to go to $ 41 and then I will be happy .
51563,wants,want,VERB,,Sing,3,Pres,,,1,['wants'],[4122],3,3,Third-Person Present Tense Verb,he also still wants the tractor if we can hold on to it .,He also still wants the tractor if we can hold on to it .
51591,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],2,2,Third-Person Present Tense Verb,she still has some sort of scholarship but i am not for sure how much it pays .,She still has some sort of scholarship but I am not for sure how much it pays .
51645,wants,want,VERB,,Sing,3,Pres,,,1,['wants'],[4122],4,4,Third-Person Present Tense Verb,i think she just wants to be able to touch football players legs .,I think she just wants to be able to touch football players legs .
51715,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],6,6,Third-Person Present Tense Verb,"oh , jeff she ##rra ##r has a new book out .","Oh , Jeff Sherrar has a new book out ."
51725,responds,respond,VERB,,Sing,3,Pres,,,1,['responds'],[16412],10,10,Third-Person Present Tense Verb,she may be out because in the past she always responds pretty quick .,She may be out because in the past she always responds pretty quick .
51753,signs,sign,VERB,,Sing,3,Pres,,,1,['signs'],[5751],10,10,Third-Person Present Tense Verb,"she is very con ##sc ##ient ##ious about what she signs , and who initials what .","She is very conscientious about what she signs , and who initials what ."
51795,works,work,VERB,,Sing,3,Pres,,,1,['works'],[2573],6,6,Third-Person Present Tense Verb,either fa ##x or someone else works fine .,Either fax or someone else works fine .
51803,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",1,2,Genitive Case,"it ' s funny , because usually it ' s just me , mom , craig and dane ##lia , and dane ##lia does n ' t really like roasted turkey or roast beef ( not that she would say it to me ! ) , so there is not just the same joy in cooking it would be else ##wise .","It 's funny , because usually it 's just me , Mom , Craig and Danelia , and Danelia does n't really like roasted turkey or roast beef ( not that she would say it to me ! ) , so there is not just the same joy in cooking it would be elsewise ."
52298,goes,go,VERB,,Sing,3,Pres,,,2,['goes'],[3632],8,8,Third-Person Present Tense Verb,"as far as the call with uncle ben goes , if he was thrilled to hear from me i could n ' t tell by his voice .","As far as the call with Uncle Ben goes , if he was thrilled to hear from me I could n't tell by his voice ."
52454,comes,come,VERB,,Sing,3,Pres,,,1,['comes'],[3310],10,10,Third-Person Present Tense Verb,"i leave the evening of the 21st , my flight comes in about 10 pm , and leave the morning of the 27th at 6 am .","I leave the evening of the 21st , my flight comes in about 10 pm , and leave the morning of the 27th at 6 am ."
52562,likes,like,VERB,,Sing,3,Pres,,,1,['likes'],[7777],3,3,Third-Person Present Tense Verb,i think she likes her special room in your house .,I think she likes her special room in your house .
52584,defaults,default,NOUN,,Plur,,,,,1,"['default', '##s']","[12398, 2015]",13,14,Plural Noun,our concern is that we do n ' t want any trading related default ##s to ever trigger a default under a loan transaction which has a swap as a component .,Our concern is that we do n't want any trading related defaults to ever trigger a default under a loan transaction which has a swap as a component .
52845,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",4,5,Genitive Case,"in one sense it ' s great , but it also makes things a lot harder to read .","In one sense it 's great , but it also makes things a lot harder to read ."
52953,is,be,VERB,,Sing,3,Pres,Ind,,0,['is'],[2003],1,1,Third-Person Present Tense Verb,there is no pleasure in having nothing to do ; the fun is in having lots to do and not doing it .,There is no pleasure in having nothing to do ; the fun is in having lots to do and not doing it .
53137,requires,require,VERB,,Sing,3,Pres,,,1,['requires'],[5942],8,8,Third-Person Present Tense Verb,"note that the no "" out "" version requires us to pay the premium on tuesday !","Note that the No "" Out "" version requires us to pay the premium on Tuesday !"
53188,is,be,VERB,,Sing,3,Pres,Ind,,0,['is'],[2003],6,6,Third-Person Present Tense Verb,"if you need more , there is a proposal from the documentation committee for a new alternative for calculating termination amounts ( we heard about it in amsterdam ) that i think will be particularly attractive to the energy markets .","If you need more , there is a proposal from the documentation committee for a new alternative for calculating termination amounts ( we heard about it in Amsterdam ) that I think will be particularly attractive to the energy markets ."
53516,stands,stand,VERB,,Sing,3,Pres,,,1,['stands'],[4832],8,8,Third-Person Present Tense Verb,i do n ' t know where this stands officially ( i have n ' t heard any developments since amsterdam ) but i can find out from bob pick ##le if you want .,I do n't know where this stands officially ( I have n't heard any developments since Amsterdam ) but I can find out from Bob Pickle if you want .
53756,belongs,belong,VERB,,Sing,3,Pres,,,1,['belongs'],[7460],9,9,Third-Person Present Tense Verb,i believe the message you forward ##ed to me belongs to the mark taylor at e ##i ( based in london ) .,I believe the message you forwarded to me belongs to the Mark Taylor at EI ( based in London ) .
53840,seems,seem,VERB,,Sing,3,Pres,,,1,['seems'],[3849],15,15,Third-Person Present Tense Verb,"unfortunately , i ca n ' t forward your message to him directly ( there seems to be a problem with the attachment ) .","Unfortunately , I ca n't forward your message to him directly ( there seems to be a problem with the attachment ) ."
53909,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],8,8,Third-Person Present Tense Verb,in ##eo ##s is an english company which has a majority of its operations in the us .,Ineos is an English company which has a majority of its operations in the US .
53957,triplets,triplet,NOUN,,Plur,,,,,1,"['triple', '##ts']","[6420, 3215]",22,23,Plural Noun,"this is just to let you know that emma gave birth at week 34 on friday , 6th july , to our triple ##ts :","This is just to let you know that Emma gave birth at week 34 on Friday , 6th July , to our triplets :"
54077,likes,like,VERB,,Sing,3,Pres,,,1,['likes'],[7777],26,26,Third-Person Present Tense Verb,perhaps jim arm ##og ##ida can assist in rev ##ising them as i am sure he is more familiar with the way en ##ron corp . likes their resolutions drafted than we are .,Perhaps Jim Armogida can assist in revising them as I am sure he is more familiar with the way Enron Corp. likes their resolutions drafted than we are .
54396,'s,us,PRON,,,,,,,0,"[""'"", 's']","[1005, 1055]",13,14,Genitive Case,"i do n ' t want to wait till month end , let ' s adjust the numbers now and for the june 29 2nd order , let s take that value into june since it relates to july puts .","I do n't want to wait till month end , let 's adjust the numbers now and for the June 29 2nd order , let s take that value into June since it relates to July puts ."
54776,for,for,ADP,,,,,,,0,['for'],[2005],6,6,Causal-Final Case,we ' re gear ##ing up for our 2001 / 02 recruiting campaign and we think your experience will help us define what works best and what can be improved in our process .,We 're gearing up for our 2001 / 02 recruiting campaign and we think your experience will help us define what works best and what can be improved in our process .
55128,reflects,reflect,VERB,,Sing,3,Pres,,,1,['reflects'],[11138],7,7,Third-Person Present Tense Verb,attached is the revised draft paper that reflects our conference call with bob fa ##gan earlier this week .,Attached is the revised draft paper that reflects our conference call with Bob Fagan earlier this week .
55182,reflects,reflect,VERB,,Sing,3,Pres,,,1,['reflects'],[11138],2,2,Third-Person Present Tense Verb,this draft reflects the changes we discussed during our call the other day .,This draft reflects the changes we discussed during our call the other day .
55238,Seems,seem,VERB,,Sing,3,Pres,,,1,['seems'],[3849],0,0,Third-Person Present Tense Verb,seems like a good idea to keep the heat on ho ##eck ##er & co . right up until nov . 1 .,Seems like a good idea to keep the heat on Hoecker & Co. right up until Nov. 1 .
55276,works,work,VERB,,Sing,3,Pres,,,1,['works'],[2573],5,5,Third-Person Present Tense Verb,let me know what schedule works for you .,Let me know what schedule works for you .
55303,instructions,instruction,NOUN,,Plur,,,,,1,['instructions'],[8128],6,6,Plural Noun,the call - in number and instructions for the 11 / 2 8 : 30 a . m . meeting are as follows :,The call - in number and instructions for the 11/2 8:30 a.m. meeting are as follows :
55371,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",11,12,Genitive Case,goal is to ( politely ? ) ref ##ute loretta lynch ' s and carl woods ' continued assertion ##s that 1 ) california ' s move to der ##eg ##ulate was based solely on ideology with no basis in fact and 2 ) the solution is to turn back the clock to command - and - control regulation .,Goal is to ( politely ? ) refute Loretta Lynch 's and Carl Woods ' continued assertions that 1 ) California 's move to deregulate was based solely on ideology with no basis in fact and 2 ) the solution is to turn back the clock to command - and - control regulation .
56073,gets,get,VERB,,Sing,3,Pres,,,1,['gets'],[4152],2,2,Third-Person Present Tense Verb,my flight gets into s . d . at at 8 : 35 on southwest .,My flight gets into S.D. at at 8:35 on southwest .
56095,'s,be,AUX,,Sing,3,Pres,Ind,,0,"[""'"", 's']","[1005, 1055]",5,6,Genitive Case,sand ##i se ##z it ' s actually happening at 10 am and it ' s renewable - focused .,Sandi sez it 's actually happening at 10 AM and it 's renewable - focused .
56159,companies,company,NOUN,,Plur,,,,,2,['companies'],[3316],15,15,Plural Noun,"as you know , the suffix online is purely descriptive and now used by many companies .","As you know , the suffix ONLINE is purely descriptive and now used by many companies ."
56210,incorporates,incorporate,VERB,,Sing,3,Pres,,,1,['incorporates'],[12374],7,7,Third-Person Present Tense Verb,"therefore , any trade mark registration that incorporates the word online as a suffix in the way that you use it will not enable its owner to prevent others from using the word online .","Therefore , any trade mark registration that incorporates the word ONLINE as a suffix in the way that you use it will not enable its owner to prevent others from using the word ONLINE ."
56455,for,for,ADP,,,,,,,0,['for'],[2005],9,9,Causal-Final Case,"given the above , if you have adequate protection for the word en ##ron ( which covers the services that you offer on - line as well as your core activities ) , i ' d say that another application for the words en ##ron online is probably unnecessary .","Given the above , if you have adequate protection for the word ENRON ( which covers the services that you offer on - line as well as your core activities ) , I 'd say that another application for the words ENRON ONLINE is probably unnecessary ."
56925,adds,add,VERB,,Sing,3,Pres,,,1,['adds'],[9909],18,18,Third-Person Present Tense Verb,"we have received the amendment to the bc gas is ##da master executed by bc gas , which adds the canadian securities representation , so we do n ' t have to add the rep into every confirm .","We have received the amendment to the BC Gas ISDA Master executed by BC Gas , which adds the Canadian Securities Representation , so we do n't have to add the rep into every confirm ."
57249,amends,amend,VERB,,Sing,3,Pres,,,1,"['amend', '##s']","[27950, 2015]",2,3,Third-Person Present Tense Verb,this amendment amend ##s the transaction fee referenced in sub ##para ##graph ( c ) of the fee schedule to the subscription agreement .,This Amendment amends the Transaction Fee referenced in subparagraph ( c ) of the Fee Schedule to the Subscription Agreement .
57333,appears,appear,VERB,,Sing,3,Pres,,,1,['appears'],[3544],1,1,Third-Person Present Tense Verb,"it appears you missed some cp ##ys on the referenced list because tom had the freeze panel button on , and you probably did n ' t see them at first .","It appears you missed some cpys on the referenced list because Tom had the freeze panel button on , and you probably did n't see them at first ."
57507,confirms,confirm,NOUN,,Plur,,,,,1,['confirms'],[23283],18,18,Plural Noun,"i spoke to edmund to get the scoop on what we are going to be doing on the confirms for credit derivatives , and he said that his current understanding is that all of the confirms will be done out of london .","I spoke to Edmund to get the scoop on what we are going to be doing on the confirms for Credit Derivatives , and he said that his current understanding is that all of the confirms will be done out of London ."
57980,adds,add,VERB,,Sing,3,Pres,,,1,['adds'],[9909],2,2,Third-Person Present Tense Verb,this amendment adds the british columbia securities act representation to the master .,This amendment adds the British Columbia Securities Act representation to the master .
58019,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],3,3,Third-Person Present Tense Verb,please note credit has no e ##ol responses for 3 / 10 / 00 .,Please note Credit has no EOL responses for 3/10/00 .
58059,mm,mm,NOUN,,Plur,,,,,0,['mm'],[3461],9,9,Plural Noun,a rec ##on ##ci ##ling difference of $ 15 mm exists between the reported d ##pr and the final accounting p & l as generated on the as ##400 .,A reconciling difference of $ 15 mm exists between the reported DPR and the final accounting p&l as generated on the AS400 .
58128,follows,follow,VERB,,Sing,3,Pres,,,1,['follows'],[4076],9,9,Third-Person Present Tense Verb,middle office work being prior ##itis ##ed is as follows,Middle Office work being prioritised is as follows
58168,for,for,ADP,,,,,,,0,['for'],[2005],2,2,Causal-Final Case,the implementation for sap for the merchant ##ing business has been delayed and effectively deco ##up ##led from the higher risk ( higher benefit ) broker ##age implementation - benefit is to provide sole focus on ob ##sf for it merchant ##ing developers .,The implementation for SAP for the Merchanting business has been delayed and effectively decoupled from the higher risk ( higher benefit ) Brokerage implementation - benefit is to provide sole focus on OBSF for IT Merchanting developers .
58586,incorporates,incorporate,VERB,,Sing,3,Pres,,,1,['incorporates'],[12374],16,16,Third-Person Present Tense Verb,a full internal balance sheet review will be completed within the q ##1 audit timetable which incorporates,A full internal balance sheet review will be completed within the Q1 audit timetable which incorporates
58634,balances,balance,NOUN,,Plur,,,,,1,"['balance', '##s']","[5703, 2015]",7,8,Plural Noun,"inspection of certain of the above inventory balance ##s , by third party inspectors , where there is an expectation that circular ##isation replies will not be received on a timely basis","Inspection of certain of the above inventory balances , by third party inspectors , where there is an expectation that circularisation replies will not be received on a timely basis"
58814,for,for,ADP,,,,,,,0,['for'],[2005],11,11,Causal-Final Case,"i am still certain that the school is the best place for getting a great graduate - level education , so i want you to know that i am going to do whatever it takes to get in next year .","I am still certain that the School is the best place for getting a great graduate - level education , so I want you to know that I am going to do whatever it takes to get in next year ."
59306,for,for,ADP,,,,,,,0,['for'],[2005],9,9,Causal-Final Case,"i am still sure that ut is the place for getting an excellent graduate - level education , so i want you to know that i am going to do whatever it takes to get in next year .","I am still sure that UT is the place for getting an excellent graduate - level education , so I want you to know that I am going to do whatever it takes to get in next year ."
59774,for,for,ADP,,,,,,,0,['for'],[2005],9,9,Causal-Final Case,"i am still sure that ut is the place for getting an excellent graduate - level education , so i want you to know that i am going to do what ever it takes to get in next year .","I am still sure that UT is the place for getting an excellent graduate - level education , so I want you to know that I am going to do what ever it takes to get in next year ."
60254,depicts,depict,VERB,,Sing,3,Pres,,,1,['depicts'],[11230],9,9,Third-Person Present Tense Verb,please send me an excel spreads ##hee ##t which depicts the value that you see associated with the heat rate spread option .,Please send me an excel spreadsheet which depicts the value that you see associated with the heat rate spread option .
60359,answers,answer,NOUN,,Plur,,,,,1,['answers'],[6998],8,8,Plural Noun,"y ##van , and ben , please provide answers to these question via written correspondence so that their is limited probability of misunderstanding .","Yvan , and Ben , please provide answers to these question via written correspondence so that their is limited probability of misunderstanding ."
60497,'s,'s,PART,,,,,,,0,"[""'"", 's']","[1005, 1055]",12,13,Genitive Case,"furthermore , i would like to rei ##tera ##te that ra ##c ' s goal , prior to quoting any credit reserve , is to be 100 % confident that : ( i ) the methodology that is being employed is consistent among the internal groups ; and ( ii ) the inherent value of the price risk management contracts matches .","Furthermore , I would like to reiterate that RAC 's goal , prior to quoting any credit reserve , is to be 100 % confident that : ( i ) the methodology that is being employed is consistent among the internal groups ; and ( ii ) the inherent value of the price risk management contracts matches ."
61309,enables,enable,VERB,,Sing,3,Pres,,,1,['enables'],[12939],1,1,Third-Person Present Tense Verb,this enables ra ##c to manage the associated risk during the life of the transaction both effectively and appropriately .,This enables RAC to manage the associated risk during the life of the transaction both effectively and appropriately .
61385,obligates,obligate,VERB,,Sing,3,Pres,,,1,"['ob', '##liga', '##tes']","[27885, 14715, 4570]",21,23,Third-Person Present Tense Verb,"article 6 of the gall ##up compression services agreement ( which i am sending to you separately ) with ec ##s ob ##liga ##tes ec ##s to "" work in good faith with cd ##ec "" to establish an automated system that would automatically have alerted us to peak loading conditions on cd ##ec ' s system .","Article 6 of the Gallup Compression Services Agreement ( which I am sending to you separately ) with ECS obligates ECS to "" work in good faith with CDEC "" to establish an automated system that would automatically have alerted us to peak loading conditions on CDEC 's system ."
61835,owes,owe,VERB,,Sing,3,Pres,,,1,['owes'],[24381],7,7,Third-Person Present Tense Verb,"we will fight with them about who owes the $ 200 k that james mentions below based on their failure to "" assist "" us in managing the cost .","We will fight with them about who owes the $ 200 k that James mentions below based on their failure to "" assist "" us in managing the cost ."
61985,sounds,sound,VERB,,Sing,3,Pres,,,1,['sounds'],[4165],1,1,Third-Person Present Tense Verb,"that sounds like a bs excuse from ec ##s , but it that ' s what they are saying , let me know and we can figure out a solution .","That sounds like a BS excuse from ECS , but it that 's what they are saying , let me know and we can figure out a solution ."
62246,memorializes,memorialize,VERB,,Sing,3,Pres,,,1,"['memorial', '##izes']","[3986, 10057]",4,5,Third-Person Present Tense Verb,our letter agreement simply memorial ##izes that we will charge the same negotiated rate whether the gas flows on primaries or alternate ##s .,Our letter agreement simply memorializes that we will charge the same negotiated rate whether the gas flows on primaries or alternates .
62334,says,say,VERB,,Sing,3,Pres,,,1,['says'],[2758],26,26,Third-Person Present Tense Verb,i just got done looking at the underlying contract language as set forth in the pro form ##a service agreement in the tariff and it specifically says that the max rate would apply unless a discount or negotiated rate has been agreed to .,I just got done looking at the underlying contract language as set forth in the pro forma service agreement in the tariff and it specifically says that the max rate would apply unless a discount or negotiated rate has been agreed to .
62850,incorporates,incorporate,VERB,,Sing,3,Pres,,,1,['incorporates'],[12374],1,1,Third-Person Present Tense Verb,it incorporates mr . st ##oj ##ic ' s and mr . kelly ' s initial comments .,It incorporates Mr. Stojic 's and Mr. Kelly 's initial comments .
62874,problems,problem,NOUN,,Plur,,,,,1,['problems'],[3471],9,9,Plural Noun,"this particular chair is designed to help with back problems , which she has .","This particular chair is designed to help with back problems , which she has ."
62994,stands,stand,VERB,,Sing,3,Pres,,,1,['stands'],[4832],2,2,Third-Person Present Tense Verb,"as it stands , mk ##m and i will probably bring it up with somme ##r in ok city and strongly suggest the importance of coordinated communication to the producers .","As it stands , MKM and I will probably bring it up with Sommer in OK City and strongly suggest the importance of coordinated communication to the producers ."
63110,is,be,VERB,,Sing,3,Pres,Ind,,0,['is'],[2003],18,18,Third-Person Present Tense Verb,"if you should decide to arrange lodging at a different hotel , please do so quickly as there is limited availability in all surrounding hotels .","If you should decide to arrange lodging at a different hotel , please do so quickly as there is limited availability in all surrounding hotels ."
63240,says,say,VERB,,Sing,3,Pres,,,1,['says'],[2758],2,2,Third-Person Present Tense Verb,"linda robertson says they should be charged to jim ste ##ffe ##s ' cost center , etc .","Linda Robertson says they should be charged to Jim Steffes ' cost center , etc ."
63288,has,have,VERB,,Sing,3,Pres,Ind,,-1,['has'],[2038],4,4,Third-Person Present Tense Verb,"( even though he has bigger things to do in d . c . , this is his legacy and he recognizes that if der ##eg ##ulation does not work in texas , the rep ##er ##cus ##sions could be global . )","( Even though he has bigger things to do in D.C. , this is his legacy and he recognizes that if deregulation does not work in Texas , the repercussions could be global . )"
63603,is,be,VERB,,Sing,3,Pres,Ind,,0,['is'],[2003],1,1,Third-Person Present Tense Verb,there is an electric restructuring committee hearing scheduled for september 6th or 7th .,There is an Electric Restructuring Committee hearing scheduled for September 6th or 7th .
63645,works,work,VERB,,Sing,3,Pres,,,1,['works'],[2573],6,6,Third-Person Present Tense Verb,can we find another time that works for us to meet ?,Can we find another time that works for us to meet ?
63681,needs,need,VERB,,Sing,3,Pres,,,1,['needs'],[3791],2,2,Third-Person Present Tense Verb,en ##ron needs to use this situation to quickly get our viewpoint ##s up into the pu ##ct and er ##cot iso on what is driving these problems and our proposed fix ##es .,Enron needs to use this situation to quickly get our viewpoints up into the PUCT and ERCOT ISO on what is driving these problems and our proposed fixes .
